Bad Permutation	Even Permutation	ULL	URR	ULR	URL	List of cycle	Original Potential	ListOfPotentialAfteroneSwap	Potentialafter two swap
[6, 1, 3, 5, 4, 0, 2]	True	[3]	[]	[5]	[2]	[[0, 5, 3, 2, 6]]	5	[6, 6, 7]	[8, 8, 8, 8, 8, 4, 10, 5, 7]
[6, 1, 4, 0, 3, 5, 2]	True	[]	[]	[4]	[2, 3]	[[0, 3, 4, 2, 6]]	4	[6, 6, 6]	[8, 7, 8, 5, 8, 5, 4, 8, 4]
[6, 1, 4, 2, 0, 5, 3]	True	[2]	[]	[4]	[3]	[[0, 4, 2, 3, 6]]	5	[6, 7, 6]	[8, 8, 8, 5, 10, 7, 8, 8, 4]
[6, 1, 4, 3, 0, 2, 5]	True	[]	[5]	[4]	[2]	[[0, 4, 2, 5, 6]]	5	[7, 7, 7]	[8, 9, 8, 5, 6, 5, 8, 9, 8]
[6, 1, 4, 3, 5, 0, 2]	True	[]	[5]	[4]	[2]	[[0, 5, 4, 2, 6]]	5	[7, 7, 7]	[8, 8, 9, 5, 9, 6, 8, 8, 9]
[6, 1, 5, 0, 4, 3, 2]	True	[]	[]	[5]	[2, 3]	[[0, 3, 5, 2, 6]]	4	[6, 6, 6]	[7, 8, 8, 8, 5, 5, 8, 4, 4]
[6, 1, 5, 2, 4, 0, 3]	True	[2]	[]	[5]	[3]	[[0, 5, 2, 3, 6]]	5	[6, 7, 6]	[8, 8, 8, 10, 5, 7, 8, 8, 4]
[6, 1, 5, 3, 0, 4, 2]	True	[]	[4]	[5]	[2]	[[0, 4, 5, 2, 6]]	5	[7, 7, 7]	[8, 8, 9, 9, 5, 6, 8, 8, 9]
[6, 1, 5, 3, 2, 0, 4]	True	[]	[4]	[5]	[2]	[[0, 5, 2, 4, 6]]	5	[7, 7, 7]	[9, 8, 8, 6, 5, 5, 9, 8, 8]
[6, 2, 0, 1, 4, 5, 3]	True	[1, 2]	[]	[]	[3]	[[0, 2, 1, 3, 6]]	6	[7, 7, 7]	[9, 9, 5, 9, 9, 7, 9, 9, 5]
[6, 2, 3, 0, 4, 5, 1]	True	[2, 3]	[]	[]	[1]	[[0, 3, 2, 1, 6]]	6	[7, 7, 7]	[9, 9, 5, 9, 9, 5, 9, 9, 7]
[6, 2, 3, 4, 5, 0, 1]	True	[2, 3]	[5]	[4]	[1]	[[0, 5, 4, 3, 2, 1, 6]]	10	[11, 11, 12]	[12, 12, 9, 12, 12, 9, 9, 14, 11]
[6, 2, 3, 5, 0, 4, 1]	True	[2, 3]	[4]	[5]	[1]	[[0, 4, 5, 3, 2, 1, 6]]	10	[11, 11, 12]	[12, 12, 9, 12, 12, 9, 14, 9, 11]
[6, 2, 4, 0, 5, 3, 1]	True	[2]	[5]	[4]	[1, 3]	[[0, 3, 5, 4, 2, 1, 6]]	9	[10, 11, 10]	[11, 12, 8, 9, 14, 10, 8, 9, 9]
[6, 2, 4, 1, 5, 0, 3]	True	[1, 2]	[5]	[4]	[3]	[[0, 5, 4, 2, 1, 3, 6]]	10	[11, 12, 11]	[12, 12, 9, 9, 14, 11, 12, 12, 9]
[6, 2, 4, 3, 0, 5, 1]	True	[2]	[]	[4]	[1]	[[0, 4, 2, 1, 6]]	5	[6, 7, 6]	[8, 8, 4, 5, 10, 7, 8, 8, 8]
[6, 2, 4, 5, 0, 1, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 2, 1, 5, 3, 6]]	8	[9, 10, 10]	[10, 7, 7, 8, 9, 9, 12, 8, 9]
[6, 2, 4, 5, 3, 0, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 3, 4, 2, 1, 6]]	8	[9, 10, 10]	[11, 10, 7, 8, 12, 9, 9, 8, 9]
[6, 2, 5, 0, 3, 4, 1]	True	[2]	[4]	[5]	[1, 3]	[[0, 3, 4, 5, 2, 1, 6]]	9	[10, 11, 10]	[12, 11, 8, 14, 9, 10, 9, 8, 9]
[6, 2, 5, 1, 0, 4, 3]	True	[1, 2]	[4]	[5]	[3]	[[0, 4, 5, 2, 1, 3, 6]]	10	[11, 12, 11]	[12, 12, 9, 14, 9, 11, 12, 12, 9]
[6, 2, 5, 3, 4, 0, 1]	True	[2]	[]	[5]	[1]	[[0, 5, 2, 1, 6]]	5	[6, 7, 6]	[8, 8, 4, 10, 5, 7, 8, 8, 8]
[6, 2, 5, 4, 0, 3, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 3, 5, 2, 1, 6]]	8	[9, 10, 10]	[10, 11, 7, 12, 8, 9, 8, 9, 9]
[6, 2, 5, 4, 1, 0, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 2, 1, 4, 3, 6]]	8	[9, 10, 10]	[7, 10, 7, 9, 8, 9, 8, 12, 9]
[6, 3, 0, 2, 4, 5, 1]	True	[2, 3]	[]	[]	[1]	[[0, 2, 3, 1, 6]]	6	[7, 7, 7]	[9, 9, 5, 9, 9, 7, 9, 9, 5]
[6, 3, 0, 4, 5, 2, 1]	True	[3]	[5]	[4]	[1, 2]	[[0, 2, 5, 4, 3, 1, 6]]	9	[10, 10, 11]	[11, 12, 8, 8, 9, 9, 9, 14, 10]
[6, 3, 0, 5, 2, 4, 1]	True	[3]	[4]	[5]	[1, 2]	[[0, 2, 4, 5, 3, 1, 6]]	9	[10, 10, 11]	[12, 11, 8, 9, 8, 9, 14, 9, 10]
[6, 3, 1, 0, 4, 5, 2]	True	[1, 3]	[]	[]	[2]	[[0, 3, 1, 2, 6]]	6	[7, 7, 7]	[9, 9, 5, 9, 9, 5, 9, 9, 7]
[6, 3, 1, 4, 5, 0, 2]	True	[1, 3]	[5]	[4]	[2]	[[0, 5, 4, 3, 1, 2, 6]]	10	[11, 11, 12]	[12, 12, 9, 12, 12, 9, 9, 14, 11]
[6, 3, 1, 5, 0, 4, 2]	True	[1, 3]	[4]	[5]	[2]	[[0, 4, 5, 3, 1, 2, 6]]	10	[11, 11, 12]	[12, 12, 9, 12, 12, 9, 14, 9, 11]
[6, 3, 2, 4, 0, 5, 1]	True	[3]	[]	[4]	[1]	[[0, 4, 3, 1, 6]]	5	[6, 6, 7]	[8, 8, 4, 8, 8, 8, 5, 10, 7]
[6, 3, 2, 5, 4, 0, 1]	True	[3]	[]	[5]	[1]	[[0, 5, 3, 1, 6]]	5	[6, 6, 7]	[8, 8, 4, 8, 8, 8, 10, 5, 7]
[6, 3, 4, 2, 5, 0, 1]	True	[2, 3]	[5]	[4]	[1]	[[0, 5, 4, 2, 3, 1, 6]]	10	[11, 12, 11]	[12, 12, 9, 9, 14, 11, 12, 12, 9]
[6, 3, 4, 5, 0, 2, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 2, 5, 3, 1, 6]]	8	[9, 10, 10]	[10, 11, 7, 8, 9, 9, 12, 8, 9]
[6, 3, 4, 5, 1, 0, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 3, 1, 4, 2, 6]]	8	[9, 10, 10]	[7, 10, 7, 8, 12, 9, 9, 8, 9]
[6, 3, 5, 2, 0, 4, 1]	True	[2, 3]	[4]	[5]	[1]	[[0, 4, 5, 2, 3, 1, 6]]	10	[11, 12, 11]	[12, 12, 9, 14, 9, 11, 12, 12, 9]
[6, 3, 5, 4, 0, 1, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 3, 1, 5, 2, 6]]	8	[9, 10, 10]	[10, 7, 7, 12, 8, 9, 8, 9, 9]
[6, 3, 5, 4, 2, 0, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 2, 4, 3, 1, 6]]	8	[9, 10, 10]	[11, 10, 7, 9, 8, 9, 8, 12, 9]
[6, 4, 0, 1, 5, 2, 3]	True	[1]	[5]	[4]	[2, 3]	[[0, 2, 5, 4, 1, 3, 6]]	9	[11, 10, 10]	[9, 14, 10, 8, 9, 9, 11, 12, 8]
[6, 4, 0, 3, 2, 5, 1]	True	[]	[]	[4]	[1, 2]	[[0, 2, 4, 1, 6]]	4	[6, 6, 6]	[5, 8, 5, 4, 8, 4, 8, 7, 8]
[6, 4, 0, 5, 2, 1, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 4, 1, 5, 3, 6]]	7	[9, 8, 9]	[8, 8, 8, 7, 7, 7, 12, 8, 8]
[6, 4, 0, 5, 3, 2, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 5, 3, 4, 1, 6]]	7	[9, 8, 9]	[8, 12, 8, 7, 7, 7, 8, 8, 8]
[6, 4, 1, 0, 5, 3, 2]	True	[1]	[5]	[4]	[2, 3]	[[0, 3, 5, 4, 1, 2, 6]]	9	[11, 10, 10]	[9, 14, 10, 11, 12, 8, 8, 9, 9]
[6, 4, 1, 2, 5, 0, 3]	True	[1, 2]	[5]	[4]	[3]	[[0, 5, 4, 1, 2, 3, 6]]	10	[12, 11, 11]	[9, 14, 11, 12, 12, 9, 12, 12, 9]
[6, 4, 1, 3, 0, 5, 2]	True	[1]	[]	[4]	[2]	[[0, 4, 1, 2, 6]]	5	[7, 6, 6]	[5, 10, 7, 8, 8, 4, 8, 8, 8]
[6, 4, 1, 5, 0, 2, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 1, 2, 5, 3, 6]]	8	[10, 9, 10]	[8, 9, 9, 10, 7, 7, 12, 8, 9]
[6, 4, 1, 5, 3, 0, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 3, 4, 1, 2, 6]]	8	[10, 9, 10]	[8, 12, 9, 11, 10, 7, 9, 8, 9]
[6, 4, 2, 0, 3, 5, 1]	True	[]	[]	[4]	[1, 3]	[[0, 3, 4, 1, 6]]	4	[6, 6, 6]	[5, 8, 5, 8, 7, 8, 4, 8, 4]
[6, 4, 2, 1, 0, 5, 3]	True	[1]	[]	[4]	[3]	[[0, 4, 1, 3, 6]]	5	[7, 6, 6]	[5, 10, 7, 8, 8, 8, 8, 8, 4]
[6, 4, 2, 3, 0, 1, 5]	True	[]	[5]	[4]	[1]	[[0, 4, 1, 5, 6]]	5	[7, 7, 7]	[5, 6, 5, 8, 9, 8, 8, 9, 8]
[6, 4, 2, 3, 5, 0, 1]	True	[]	[5]	[4]	[1]	[[0, 5, 4, 1, 6]]	5	[7, 7, 7]	[5, 9, 6, 8, 8, 9, 8, 8, 9]
[6, 4, 3, 1, 5, 0, 2]	True	[1, 3]	[5]	[4]	[2]	[[0, 5, 4, 1, 3, 2, 6]]	10	[12, 11, 11]	[9, 14, 11, 12, 12, 9, 12, 12, 9]
[6, 4, 3, 5, 0, 1, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 1, 5, 3, 2, 6]]	8	[10, 9, 10]	[8, 9, 9, 10, 11, 7, 12, 8, 9]
[6, 4, 3, 5, 2, 0, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 3, 2, 4, 1, 6]]	8	[10, 9, 10]	[8, 12, 9, 7, 10, 7, 9, 8, 9]
[6, 4, 5, 0, 2, 3, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 5, 2, 4, 1, 6]]	7	[9, 9, 8]	[8, 12, 8, 8, 8, 8, 7, 7, 7]
[6, 4, 5, 0, 3, 1, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 4, 1, 5, 2, 6]]	7	[9, 9, 8]	[8, 8, 8, 12, 8, 8, 7, 7, 7]
[6, 4, 5, 1, 0, 3, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 1, 3, 5, 2, 6]]	8	[10, 10, 9]	[8, 9, 9, 12, 8, 9, 10, 7, 7]
[6, 4, 5, 1, 2, 0, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 2, 4, 1, 3, 6]]	8	[10, 10, 9]	[8, 12, 9, 9, 8, 9, 11, 10, 7]
[6, 4, 5, 2, 0, 1, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 1, 5, 2, 3, 6]]	8	[10, 10, 9]	[8, 9, 9, 12, 8, 9, 10, 11, 7]
[6, 4, 5, 2, 3, 0, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 2, 3, 4, 1, 6]]	8	[10, 10, 9]	[8, 12, 9, 9, 8, 9, 7, 10, 7]
[6, 5, 0, 1, 2, 4, 3]	True	[1]	[4]	[5]	[2, 3]	[[0, 2, 4, 5, 1, 3, 6]]	9	[11, 10, 10]	[14, 9, 10, 9, 8, 9, 12, 11, 8]
[6, 5, 0, 3, 4, 2, 1]	True	[]	[]	[5]	[1, 2]	[[0, 2, 5, 1, 6]]	4	[6, 6, 6]	[8, 5, 5, 8, 4, 4, 7, 8, 8]
[6, 5, 0, 4, 1, 2, 3]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 5, 1, 4, 3, 6]]	7	[9, 8, 9]	[8, 8, 8, 7, 7, 7, 8, 12, 8]
[6, 5, 0, 4, 2, 3, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 2, 4, 3, 5, 1, 6]]	7	[9, 8, 9]	[12, 8, 8, 7, 7, 7, 8, 8, 8]
[6, 5, 1, 0, 3, 4, 2]	True	[1]	[4]	[5]	[2, 3]	[[0, 3, 4, 5, 1, 2, 6]]	9	[11, 10, 10]	[14, 9, 10, 12, 11, 8, 9, 8, 9]
[6, 5, 1, 2, 0, 4, 3]	True	[1, 2]	[4]	[5]	[3]	[[0, 4, 5, 1, 2, 3, 6]]	10	[12, 11, 11]	[14, 9, 11, 12, 12, 9, 12, 12, 9]
[6, 5, 1, 3, 4, 0, 2]	True	[1]	[]	[5]	[2]	[[0, 5, 1, 2, 6]]	5	[7, 6, 6]	[10, 5, 7, 8, 8, 4, 8, 8, 8]
[6, 5, 1, 4, 0, 3, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 3, 5, 1, 2, 6]]	8	[10, 9, 10]	[12, 8, 9, 10, 11, 7, 8, 9, 9]
[6, 5, 1, 4, 2, 0, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 1, 2, 4, 3, 6]]	8	[10, 9, 10]	[9, 8, 9, 7, 10, 7, 8, 12, 9]
[6, 5, 2, 0, 4, 3, 1]	True	[]	[]	[5]	[1, 3]	[[0, 3, 5, 1, 6]]	4	[6, 6, 6]	[8, 5, 5, 7, 8, 8, 8, 4, 4]
[6, 5, 2, 1, 4, 0, 3]	True	[1]	[]	[5]	[3]	[[0, 5, 1, 3, 6]]	5	[7, 6, 6]	[10, 5, 7, 8, 8, 8, 8, 8, 4]
[6, 5, 2, 3, 0, 4, 1]	True	[]	[4]	[5]	[1]	[[0, 4, 5, 1, 6]]	5	[7, 7, 7]	[9, 5, 6, 8, 8, 9, 8, 8, 9]
[6, 5, 2, 3, 1, 0, 4]	True	[]	[4]	[5]	[1]	[[0, 5, 1, 4, 6]]	5	[7, 7, 7]	[6, 5, 5, 9, 8, 8, 9, 8, 8]
[6, 5, 3, 1, 0, 4, 2]	True	[1, 3]	[4]	[5]	[2]	[[0, 4, 5, 1, 3, 2, 6]]	10	[12, 11, 11]	[14, 9, 11, 12, 12, 9, 12, 12, 9]
[6, 5, 3, 4, 0, 2, 1]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 4, 3, 2, 5, 1, 6]]	8	[10, 9, 10]	[12, 8, 9, 10, 7, 7, 8, 9, 9]
[6, 5, 3, 4, 1, 0, 2]	True	[3]	[]	[4, 5]	[1, 2]	[[0, 5, 1, 4, 3, 2, 6]]	8	[10, 9, 10]	[9, 8, 9, 11, 10, 7, 8, 12, 9]
[6, 5, 4, 0, 1, 3, 2]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 5, 1, 4, 2, 6]]	7	[9, 9, 8]	[8, 8, 8, 8, 12, 8, 7, 7, 7]
[6, 5, 4, 0, 3, 2, 1]	True	[]	[]	[4, 5]	[1, 2, 3]	[[0, 3, 4, 2, 5, 1, 6]]	7	[9, 9, 8]	[12, 8, 8, 8, 8, 8, 7, 7, 7]
[6, 5, 4, 1, 0, 2, 3]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 4, 2, 5, 1, 3, 6]]	8	[10, 10, 9]	[12, 8, 9, 8, 9, 9, 10, 11, 7]
[6, 5, 4, 1, 3, 0, 2]	True	[1]	[]	[4, 5]	[2, 3]	[[0, 5, 1, 3, 4, 2, 6]]	8	[10, 10, 9]	[9, 8, 9, 8, 12, 9, 7, 10, 7]
[6, 5, 4, 2, 0, 3, 1]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 4, 2, 3, 5, 1, 6]]	8	[10, 10, 9]	[12, 8, 9, 8, 9, 9, 10, 7, 7]
[6, 5, 4, 2, 1, 0, 3]	True	[2]	[]	[4, 5]	[1, 3]	[[0, 5, 1, 4, 2, 3, 6]]	8	[10, 10, 9]	[9, 8, 9, 8, 12, 9, 11, 10, 7]
